barcode	plateRow	plateColumn	numcells	Nuclei DAPI - Intensity Nucleus EGFP Mean - Median	Nuclei DAPI - Intensity Nucleus EGFP StdDev - StdDev	Nuclei DAPI - Intensity Nucleus EGFP Median - Median	Nuclei DAPI - Nucleus Area [µm²] - Sum	Nuclei DAPI - Nucleus Roundness - Sum	Nuclei DAPI - Nucleus DAPI SER Saddle 0 px - StdDev	Nuclei DAPI - Nucleus DAPI Haralick Homogeneity 1 px - Sum	Nuclei/Median_GFP	Number of Analyzed Fields	concenctration	treatment	hitscore	Nuclei DAPI - Nucleus DAPI SER Saddle 0 px - StdDev.bscore	Nuclei/Median_GFP.bscore
002AL100205B-KI_1_2	9	12	7747	2010.94570136	215.283820949	2043	1889500.83463	7278.03776626	0.00773770353448	3854.35304315	3.79197258933	9	3.3 uM	library	19.6295308940404	0.0139913296423695	-0.484061375427619
002AL100205B-KI_1_2	9	13	7603	2017.5631068	202.875945945	2052	1843640.65799	7158.02416194	0.00735229712758	3767.16215969	3.70516569201	9	10 uM	library	22.7831683684783	0.0255247518316615	-1.14303340071839
002AL100205B-KI_1_2	9	14	7268	2012.8733057	215.078455367	2050	1771594.95975	6829.34068463	0.00743632003725	3564.18456191	3.54536585366	9	3.3 uM	library	15.5400452911153	0.0199987441122159	-0.864931488030226
002AL100205B-KI_1_2	9	15	5723	1897.62910798	211.264036455	1935	1510142.23359	5367.14340893	0.00805659817084	2856.29112684	2.95762273902	9	10 uM	library	17.4008776394672	0.0158919204916117	-0.899677484981433
002AL100205B-KI_1_2	9	16	6099	1883.01520913	196.36877548	1916	1662327.82104	5718.45969501	0.00770553480752	3044.21366597	3.18319415449	9	3.3 uM	library	13.7381884467145	-0.0101758297954664	-0.555925553896151
002AL100205B-KI_1_2	9	17	7674	2136.00942532	219.483410778	2177	1950931.84735	7212.68130409	0.0072996230124	3878.53931273	3.52503445108	9	10 uM	library	27.5663921363018	-0.0048945274502405	-0.0498332820475079
002AL100205B-KI_1_2	9	18	6676	1827.99061888	203.594094276	1861	1748890.77877	6264.15997618	0.00808196877379	3359.65958456	3.58731864589	9	3.3 uM	library	-0.422140449334202	0.0287502168881739	-0.837983264129489
002AL100205B-KI_1_2	9	19	8602	1859.89389013	201.352891337	1891	2228529.54965	8067.22343862	0.0070358361126	4480.81199348	4.5489159175	9	10 uM	library	4.0460299684348	0.000104155167999461	1.04199448135646
002AL100205B-KI_1_2	9	20	8029	1796.19078947	217.558485644	1807	2746019.14477	7374.86883375	0.00546292792572	4648.05742412	4.44327614831	9	3.3 uM	library	-4.49145022196022	-0.0299976764330887	0.95667316009169
002AL100205B-KI_1_2	9	21	8304	1560.41732283	208.620536944	1565	2727104.09085	7719.73421189	0.00453410363949	4814.74209684	5.30607028754	9	10 uM	library	-23.0516621101504	-0.0253140657552989	1.89577994711484
002AL100205B-KI_1_2	9	22	7368	1435.01733018	209.614716843	1431	2749974.00297	6793.02829326	0.00401115519182	4496.34857846	5.14884696017	9	3.3 uM	library	-19.0009761808773	-0.0344820034209043	0.864760120669878
002AL100205B-KI_1_2	10	3	8293	1092.00607903	166.757548974	1089	2888211.53851	7630.97833745	0.00471413922013	4899.02568334	7.61524334252	9	250 nM	18858	-34.0645614795456	0.00226752078951866	3.06552678739641
002AL100205B-KI_1_2	10	4	9373	1290.81226054	174.675244627	1288	3339299.17292	8628.1096713	0.0040108459454	5765.9289395	7.27717391304	9	0.1 ugml	Interferin	-21.808520566339	-0.0309385210364161	2.95027546890624
002AL100205B-KI_1_2	10	5	7866	1272.89085019	167.730758634	1271	2939708.54721	7221.01452718	0.00472413081929	4795.57919157	6.18882769473	9	1.1 uM	library	-11.5002232704648	-0.0266984618889778	0.768911531962633
002AL100205B-KI_1_2	10	6	8715	1551.04	210.914557282	1555	2970806.81361	8057.26418581	0.00485042364381	5086.73934663	5.60450160772	9	0.37 uM	library	7.57835225771658	-0.0273853207109061	0.0894239000523738
002AL100205B-KI_1_2	10	7	7531	1319.98126065	193.038031848	1321	2692711.91786	6956.10656537	0.00484623312228	4470.2067972	5.70098410295	9	1.1 uM	library	-18.9544165724949	-0.049255292350571	0.980369113927105
002AL100205B-KI_1_2	10	8	6477	1249.18565401	197.920920216	1247	2459188.83635	5962.56446971	0.00455742744908	3844.12929224	5.19406575782	9	0.37 uM	library	-22.7490246556645	-0.0492001388218394	-0.043722463125989
002AL100205B-KI_1_2	10	9	8394	1419.71914855	169.372123106	1433	2684712.43041	7755.40222607	0.0057605427596	4627.94322819	5.85764131193	9	1.1 uM	library	2.85255200689803	-0.0272198833065766	1.47896856934791
002AL100205B-KI_1_2	10	10	7947	1364.00826446	188.29386028	1367	2757650.90657	7354.64543039	0.00475137529999	4628.9989665	5.81346013168	9	0.37 uM	library	-9.4422885799606	-0.0575744987272154	1.23022940134310
002AL100205B-KI_1_2	10	11	7485	1500.59919028	166.848316677	1519	1995356.67385	7027.53790138	0.00674621336589	3901.80124577	4.9275839368	9	1.1 uM	library	-1.13760643147783	0.0246049808497535	-0.108386992163894
002AL100205B-KI_1_2	10	12	7407	1605.68108108	151.064515782	1625	1872337.79571	6966.76222002	0.00710531851739	3711.24167902	4.55815384615	9	0.37 uM	library	0.074495373411918	0.0159945092197785	-0.466255700560315
002AL100205B-KI_1_2	10	13	6703	1600.45116279	185.518194366	1625	1732793.15439	6304.56458426	0.00726383905255	3384.87375269	4.12492307692	9	1.1 uM	library	2.33418836690676	0.0483991263441013	-1.68935369709702
002AL100205B-KI_1_2	10	14	8410	1564.51198182	163.36058115	1582	2060636.00332	7904.69400621	0.0070303654959	4259.26086198	5.31605562579	9	0.37 uM	library	-8.98134845697436	0.0306903600088540	0.788642930774223
002AL100205B-KI_1_2	10	15	7414	1712.54488589	184.322139683	1737	1952125.50622	6953.66745369	0.00753701708803	3798.47208765	4.26827864134	9	1.1 uM	library	19.697818319668	0.0222235359668266	0.00476537951716051
002AL100205B-KI_1_2	10	16	7024	1537.63709252	179.686285661	1557	1876135.80122	6578.41554149	0.00749270445448	3548.8712888	4.51123956326	9	0.37 uM	library	0.0434556344902855	0.00792621619610707	0.376834851658453
002AL100205B-KI_1_2	10	17	6722	1601.67174161	188.313894823	1625	1859190.77769	6301.43768716	0.00764845412633	3445.33814853	4.13661538462	9	1.1 uM	library	-5.29848343392267	0.0347592106127529	-0.283782941027183
002AL100205B-KI_1_2	10	18	7251	1529.84768212	175.01596994	1549	2175611.98824	6724.57188873	0.00693681768403	3856.65738986	4.68108457069	9	0.37 uM	library	-9.44849652774493	0.0110778852319710	-0.286729885526848
002AL100205B-KI_1_2	10	19	6885	1668.23728814	204.970747256	1683	2295532.28578	6352.98387123	0.00675978895064	3743.01192885	4.09090909091	9	1.1 uM	library	5.34969900314336	0.0157804887336670	-0.933700718106219
002AL100205B-KI_1_2	10	20	8296	1817.73217698	236.035088739	1829	2889969.47248	7624.11738142	0.00570407088057	4828.8243921	4.53581191908	9	0.37 uM	library	19.6574666590699	0.00552392478108253	-0.122503633362710
002AL100205B-KI_1_2	10	21	7128	1472.55872278	213.521471389	1472	2668023.89556	6568.63200018	0.00439908557406	4276.26540933	4.84239130435	9	1.1 uM	library	-10.3253691522811	-0.00422625954949835	-0.0891519450543552
002AL100205B-KI_1_2	10	22	8616	1625.64239382	214.815440673	1628	3033517.31026	7972.7709247	0.00412435203549	5133.0779006	5.29238329238	9	0.37 uM	library	22.5301944962670	-0.0038698634250051	-0.131365983760696
002AL100205B-KI_1_2	11	3	6737	1312.74909091	180.41277882	1310	2516253.62248	6246.94532129	0.00435691081348	3969.07000999	5.1427480916	9	250 nM	18858	-18.2187747600522	-0.00859808702825842	0.00416269860530048
002AL100205B-KI_1_2	11	4	7614	1581.05646951	206.385359824	1588	2704867.50847	7051.96251641	0.00471814226667	4450.73600321	4.79471032746	9	5 uM	Control X	1.88411215254309	-0.000956909509930408	-0.127321324752383
002AL100205B-KI_1_2	11	5	5841	1271.30810811	193.340781948	1272	2304831.97355	5336.0561042	0.00515933337424	3457.83482067	4.59198113208	9	10 uM	library	-17.5064127518007	-0.0071574474323188	-0.866522628798362
002AL100205B-KI_1_2	11	6	6581	1404.03896104	180.239860326	1410	2438810.81044	6045.66464209	0.00573357180216	3764.43084872	4.66737588652	9	3.3 uM	library	-12.9296032478060	0.0093439579884535	-0.471703059007309
002AL100205B-KI_1_2	11	7	6952	1572.80252758	227.163229513	1589	2365472.80383	6406.93185867	0.00642087248192	3821.49769591	4.37507866583	9	10 uM	library	1.55974688081203	0.0140074167453844	-0.21385721451168
002AL100205B-KI_1_2	11	8	7103	1576.59574468	199.755856707	1591	2387013.90727	6536.87558536	0.00652422258991	3957.45388417	4.46448774356	9	3.3 uM	library	5.31400330338348	0.0291101053771169	-0.266873141533133
002AL100205B-KI_1_2	11	9	448	611.876212284	192.036193028	599	76776.9279624	405.385997181	0.0121529480537	166.015198841	0.747913188648	9	10 uM	library	-86.0918198730399	0.220906865780936	-5.87693661824318
002AL100205B-KI_1_2	11	10	417	692.793478261	152.676377063	675	72608.9868533	384.786596372	0.0116090347071	148.983163431	0.617777777778	9	3.3 uM	library	-84.2822030939087	0.208404664969842	-6.26564597237823
002AL100205B-KI_1_2	11	11	7035	1595.72586873	173.531532897	1613	2223083.1111	6486.84064616	0.0074819728519	3786.63383665	4.3614383137	9	10 uM	library	2.09363039026411	0.0556787615883518	-0.0653999593103878
002AL100205B-KI_1_2	11	12	8037	1743.03626943	202.601021713	1768	2212891.63191	7501.16417596	0.00661113866532	4277.12234833	4.54581447964	9	3.3 uM	library	8.17276325806584	-0.000126106381157369	0.478564368967039
002AL100205B-KI_1_2	11	13	7745	1578.87784091	191.513800323	1587	2333951.3311	7150.87818668	0.00581044409759	4371.82420527	4.88027725268	9	10 uM	library	-7.54576053184886	-0.00452783924424594	0.505599230667094
002AL100205B-KI_1_2	11	14	8589	1788.58333333	184.779135796	1810	2517174.02226	7963.46889854	0.00653701046852	4778.50904355	4.7453038674	9	3.3 uM	library	7.5597284143636	0.0146013940203220	0.824129208758167
002AL100205B-KI_1_2	11	15	7559	1707.31797235	236.646870603	1728	2650890.45149	6910.40928232	0.00569768786614	4321.57866479	4.3744212963	9	10 uM	library	12.6983571928399	-0.0455122370078548	1.14252476661646
002AL100205B-KI_1_2	11	16	7846	1704.24318941	210.869140548	1721	2656278.68684	7255.15105032	0.00561093328368	4419.2553826	4.55897733876	9	3.3 uM	library	10.2275939746779	-0.0614381103960296	1.41948615867881
002AL100205B-KI_1_2	11	17	7733	1462.74881517	225.293888806	1473	2428107.34037	7144.89543163	0.00638475985805	4218.12538866	5.24983027834	9	0.1 ul	Interferin	-26.5017290912898	-0.0108886891583862	2.49392002638316
002AL100205B-KI_1_2	11	18	8132	1012.10952381	182.960594817	1014	2508852.93747	7511.77793112	0.00636691183712	4436.66569938	8.01972386588	9	0.1 ul	Interferin	-68.6940462074649	-0.0079484367749925	6.11491416594313
002AL100205B-KI_1_2	11	19	6862	1654.55513161	203.513624547	1674	2243462.12351	6369.88565723	0.0062717587879	3726.81454732	4.09916367981	9	10 uM	library	-1.64976212368477	-0.000104155167999395	0.0446551035429748
002AL100205B-KI_1_2	11	20	6078	1697.18314914	215.379587195	1707	2147302.54303	5608.46431644	0.00526582153436	3470.52629093	3.56063268893	9	3.3 uM	library	1.43403593817942	-0.00845056346275288	-0.745597952169796
002AL100205B-KI_1_2	11	21	7161	1619.82777778	230.034421663	1626	2599099.4673	6630.47859544	0.00445920198189	4215.20265085	4.40405904059	9	10 uM	library	-1.13450245758567	0.000922204201136616	0.161969807494838
002AL100205B-KI_1_2	11	22	7946	1571.26430976	198.115205602	1569	2886597.63279	7358.6851626	0.00408980778009	4766.57717791	5.0643722116	9	3.3 uM	library	10.5643751419776	-0.00235365430671137	0.4622484525866
002AL100205B-KI_1_2	12	3	8263	1384	187.734774438	1383	2829882.06587	7634.9872683	0.00414558571839	4944.77556621	5.97469269704	9	250 nM	18858	5.39315463763365	0.0239173368814048	-0.00416269860530048
002AL100205B-KI_1_2	12	4	7299	1282.37665782	178.604382423	1280	2735318.63419	6745.66470668	0.00391482417529	4400.7227676	5.70234375	9	5 uM	Control X	-12.3476081430254	0.00884296150039032	-0.0123930119239543
002AL100205B-KI_1_2	12	5	8383	1212.01532567	152.709256431	1210	2727271.79499	7779.1215719	0.004425916585	4873.74624758	6.92809917355	9	1.1 uM	library	-7.30365056826013	0.00532462883455912	1.57458854383344
002AL100205B-KI_1_2	12	6	6919	1453.78682171	187.229892109	1456	2563240.37634	6346.28881924	0.00458822144991	4117.10908868	4.75206043956	9	0.37 uM	library	8.00049270705078	0.006019599550512	-1.69688686874369
002AL100205B-KI_1_2	12	7	7901	1488.6809816	163.816570797	1497	2776052.98313	7291.89241023	0.00487150211713	4562.42776555	5.27788911156	9	1.1 uM	library	8.78269412787592	-0.00481972301726994	-0.106782767129177
002AL100205B-KI_1_2	12	8	8145	1476.65306122	164.848226215	1477	2813137.30081	7536.69955661	0.00474472091283	4743.34298494	5.51455653351	9	0.37 uM	library	10.3517529303644	0.00145252331044959	0.0800007630841103
002AL100205B-KI_1_2	12	9	4942	1265.84544609	187.675061128	1262	1979438.59155	4562.31222407	0.00490701657057	2835.43263237	3.91600633914	9	1.1 uM	library	-3.8768633913119	-0.0165048454866832	-2.08101475129695
002AL100205B-KI_1_2	12	10	7822	1329.88897174	168.020513675	1334	2555782.47461	7276.8130092	0.00503509774152	4411.87872111	5.86356821589	9	0.37 uM	library	-2.46455527037762	-0.00322172939852631	0.913654164291202
002AL100205B-KI_1_2	12	11	7448	1326.27016368	207.276324036	1326	2742463.81702	6846.50927588	0.00466266082881	4430.06855365	5.61689291101	9	1.1 uM	library	-10.0522194497707	-0.0118777163573187	0.615929730406997
002AL100205B-KI_1_2	12	12	6873	1416	184.684041797	1422	2496785.1449	6352.44753142	0.00474067884421	3981.50904984	4.83333333333	9	0.37 uM	library	-9.83338929037318	-0.0312738725298798	-0.416318597974368
002AL100205B-KI_1_2	12	13	7591	1527.25855513	198.726445576	1534	2639971.92553	7008.60594442	0.00466414700783	4466.0684696	4.94850065189	9	1.1 uM	library	3.55094613263476	-0.007888525250461	-0.746390365694147
002AL100205B-KI_1_2	12	14	7839	1393.81179775	173.780886888	1394	2588449.26796	7275.42337333	0.00446912948293	4603.54262656	5.62338593974	9	0.37 uM	library	-17.3993256525211	-0.0241216828724458	0.89093530633252
002AL100205B-KI_1_2	12	15	7302	1389.77790918	202.441399533	1393	2503141.13178	6782.31204377	0.0042282170909	4286.44160482	5.24192390524	9	1.1 uM	library	-4.21519654555769	-0.0612735240248971	1.19210298080944
002AL100205B-KI_1_2	12	16	7899	1235.67285383	165.103786136	1235	2840485.89995	7262.28107626	0.00455400788298	4732.51380408	6.395951417	9	0.37 uM	library	-21.6843616106525	-0.0613694866920474	3.04777784662503
002AL100205B-KI_1_2	12	17	6686	653.336148325	127.19300436	653	2501939.58095	6163.35659211	0.0045572541673	4019.97228553	10.2388973966	9	0.1 ul	Interferin	-91.588957636061	-0.0403882486111634	9.25516498875267
002AL100205B-KI_1_2	12	18	6866	659.768321249	148.551634669	659	2473341.09272	6338.8450782	0.00478476170321	4014.76832695	10.4188163885	9	0.1 ul	Interferin	-87.5941432368469	-0.0280333795592029	8.6585746812244
002AL100205B-KI_1_2	12	19	8752	1716.8300198	204.891385805	1725	2878538.95565	8103.87575392	0.00483593290986	5108.36369439	5.07362318841	9	1.1 uM	library	19.7769696539181	-0.0145744430567933	0.268404816280459
002AL100205B-KI_1_2	12	20	7456	1593.62532327	206.832065689	1597	2782419.82145	6869.67121306	0.00447483818596	4422.02043323	4.66875391359	9	0.37 uM	library	6.86909422335727	0.00182260792175795	-0.304189898005037
002AL100205B-KI_1_2	12	21	7657	1531.16099071	193.689981028	1533	2790735.97377	7092.46344213	0.00449396663801	4532.95710085	4.99478147423	9	1.1 uM	library	5.98911762492899	0.0428804167867294	-0.23916827667771
002AL100205B-KI_1_2	12	22	7761	1368.96044304	189.403320176	1362	2651201.1974	7207.42134474	0.0041670967775	4529.77672633	5.69823788546	9	0.37 uM	library	6.36469846588074	0.0412362734007432	0.131365983760696
002AL100205B-KI_1_2	13	3	7272	1756.81247335	232.354414393	1760	2746157.25406	6677.6582508	0.00417354644401	4420.75406879	4.13181818182	9	250 nM	18858	23.8680072437893	0.0366575033985358	-1.35470657700463
002AL100205B-KI_1_2	13	4	7947	1782.98540146	239.29606341	1788	2909972.63032	7327.1099813	0.00432160800168	4774.01489643	4.44463087248	9	1 uM	Staurophorin	19.1391030190786	0.0361190705691431	-0.410043905831923
002AL100205B-KI_1_2	13	5	6757	1829.37431694	235.338829343	1838	2533130.57787	6228.12636341	0.00455507853963	4027.31688858	3.67627856366	9	10 uM	library	36.1023203397508	0.0219480201287768	-2.07032113478237
002AL100205B-KI_1_2	13	6	6445	1567.24117647	230.881536981	1571	2330147.40663	5998.97693106	0.00417452079675	3741.11666993	4.10248249523	9	3.3 uM	library	0.451628201309753	0.00181263582092131	-1.10423444451452
002AL100205B-KI_1_2	13	7	6602	1515.71128591	213.907880526	1525	2448916.46457	6109.92704505	0.00453781794369	3871.26881986	4.32918032787	9	10 uM	library	-7.4076336936476	-0.00595634877109103	-0.00124306510701266
002AL100205B-KI_1_2	13	8	8727	1649.58898305	201.951581827	1651	3007354.47804	8098.84759098	0.00432277389892	5158.55863715	5.28588734101	9	3.3 uM	library	8.66319113302763	-0.00307086416911385	1.35807234484091
002AL100205B-KI_1_2	13	9	8984	1714.72700804	193.42412048	1723	3077811.91943	8311.4237959	0.00442953469361	5317.10030213	5.21416134649	9	10 uM	library	22.9414710369786	-0.0231591789863446	1.68337851468242
002AL100205B-KI_1_2	13	10	8827	1758.32142857	215.882888531	1761	3091279.54831	8172.61140743	0.00448725370283	5226.40731253	5.01249290176	9	3.3 uM	library	20.9766555632392	-0.0125759519457043	1.17818283995995
002AL100205B-KI_1_2	13	11	8316	1748.6188162	235.768145213	1757	2964262.40619	7650.25043029	0.00437599885801	4982.08748688	4.73306772908	9	10 uM	library	13.7863000420431	-0.0112100381105748	0.827127638542348
002AL100205B-KI_1_2	13	12	7433	1483.55238095	217.673883264	1486	2613961.01353	6899.92783387	0.00450767622347	4355.76195038	5.00201884253	9	3.3 uM	library	-22.4479391881246	-0.028547214172778	1.50881609115364
002AL100205B-KI_1_2	13	13	7253	1638.87748344	224.643194183	1643	2516313.79867	6729.75077899	0.00425435443154	4261.52864891	4.4144856969	9	10 uM	library	-4.59388136040161	-0.0119455309105618	0.0344479455008268
002AL100205B-KI_1_2	13	14	6721	1653.48742138	195.19957521	1658	2493482.35985	6228.02124585	0.00413603784115	4040.48602388	4.05367913148	9	3.3 uM	library	-10.1484426404277	-0.0252355724041298	-0.0147749145240969
002AL100205B-KI_1_2	13	15	7588	1561.36493197	211.09752231	1562	2631181.26915	7045.13349123	0.0039976491719	4475.66848894	4.85787451985	9	10 uM	library	-6.40039416564062	-0.0584534429473988	2.21714926802412
002AL100205B-KI_1_2	13	16	7403	1627.38988095	214.097582417	1633	2720988.80873	6839.38405164	0.00443621205231	4428.19266205	4.53337415799	9	3.3 uM	library	-1.12363854896310	-0.0542221916878922	1.66514948912944
002AL100205B-KI_1_2	13	17	1473	1132.72164948	320.504801464	1124	597397.658012	1332.84384917	0.00920113306217	838.709549849	1.31049822064	9	10 uM	library	-63.7773515622783	0.149470792638854	-3.63363824512607
002AL100205B-KI_1_2	13	18	1840	1194.30462554	347.998421991	1194	753845.890082	1657.52230146	0.00869824329647	1063.11052846	1.54103852596	9	3.3 uM	library	-53.4255986319139	0.133799352855682	-4.14779544132932
002AL100205B-KI_1_2	13	19	6343	1552.10958904	212.53604482	1555	2293386.65929	5902.77800332	0.00437448887129	3687.36204676	4.07909967846	9	10 uM	library	-16.0801367483517	-0.02061338352204	0.299338583075669
002AL100205B-KI_1_2	13	20	8161	1742.3	218.806494612	1743	2891006.27866	7561.86139855	0.00404964788907	4892.49860345	4.68215720023	9	3.3 uM	library	2.39937181864219	-0.00282522860798252	1.36807903410711
002AL100205B-KI_1_2	13	21	767	1131.85714286	362.99414015	1129	391778.572298	672.787000935	0.00862607916635	453.174324481	0.679362267493	9	10 uM	library	-53.1105452818593	0.213102306847678	-5.61607058084215
002AL100205B-KI_1_2	13	22	4838	1304.36312937	231.459757782	1301	1889908.25704	4353.51514396	0.00496082502205	2859.90786182	3.71867794005	9	3.3 uM	library	-18.6657470005237	0.0833599506922677	-1.44176013366267
002AL100205B-KI_1_2	14	3	8337	1705.34599156	204.407660028	1705	2870917.29576	7676.4902003	0.00420273167936	4974.02884831	4.88973607038	9	250 nM	18858	9.9497883113293	0.0387483085504175	-0.400090598790802
002AL100205B-KI_1_2	14	4	7104	1688.23252646	222.881959926	1682	2775161.19171	6477.3304918	0.00453183233555	4419.50218959	4.22354340071	9	1 uM	Staurophorin	0.155198694608163	0.0451565849642973	-1.04966664652086
002AL100205B-KI_1_2	14	5	8368	1836.10312959	232.023408301	1837	2976537.3627	7725.5246841	0.00428568472421	5050.71985617	4.5552531301	9	1.1 uM	library	27.5477682929488	0.0125819528769200	-0.91857319909592
002AL100205B-KI_1_2	14	6	7995	1601.24758842	217.118416934	1603	2720000.34081	7430.16926062	0.00384332924304	4659.03888043	4.98752339364	9	0.37 uM	library	-4.82512741536777	-0.00992469224311336	0.0573920696763709
002AL100205B-KI_1_2	14	7	7227	1560.93829787	201.688524688	1562	2603950.0629	6674.15054436	0.00434192628376	4246.80111532	4.62676056338	9	1.1 uM	library	-12.187753487579	-0.0125020412690025	0.203746669984143
002AL100205B-KI_1_2	14	8	7680	1581.10811584	208.098578307	1582	2735767.48939	7091.07399959	0.00416181681992	4569.851581	4.85461441214	9	0.37 uM	library	-6.64560810312152	-0.00827607067123652	0.376177940035499
002AL100205B-KI_1_2	14	9	8373	1714.56544503	210.031241735	1711	2958143.1781	7727.41275372	0.00431026571258	5012.71815773	4.89362945646	9	1.1 uM	library	13.2943201801352	-0.0267647581269188	0.881817802667749
002AL100205B-KI_1_2	14	10	7303	1645.67021277	231.344942951	1647	2577278.19929	6749.95522015	0.00396840706872	4332.85326238	4.43412264724	9	0.37 uM	library	1.19813392237501	-0.0315138532130888	-0.0432488151003881
002AL100205B-KI_1_2	14	11	7100	1667.52780221	215.998169149	1663	2635184.4656	6557.96066412	0.00410234897557	4269.85847643	4.26939266386	9	1.1 uM	library	-4.00567830783667	-0.0207394162734421	-0.207531278529805
002AL100205B-KI_1_2	14	12	7053	1655.33968254	218.437068459	1650	2680532.65136	6476.33769028	0.00424768880687	4292.29015458	4.27454545455	9	0.37 uM	library	-14.6135090843046	-0.0375523454822722	0.0445808743318737
002AL100205B-KI_1_2	14	13	7322	1598.44828482	228.811803008	1596	2711702.93189	6724.43700644	0.00455434139961	4408.38989019	4.58771929825	9	1.1 uM	library	-17.7174829764678	0.000536294275991741	0.0369482696287068
002AL100205B-KI_1_2	14	14	7181	1625.49041096	218.657551631	1623	2715356.90914	6629.06997049	0.0040588085398	4302.55498755	4.42452248922	9	0.37 uM	library	-22.0801182819033	-0.0272280335287357	0.309518463692568
002AL100205B-KI_1_2	14	15	7161	1617.53629977	218.619785348	1614	2535741.82997	6626.89828132	0.00403406598902	4277.44686844	4.43680297398	9	1.1 uM	library	-9.69060649133367	-0.0560851524548595	1.25186707028515
002AL100205B-KI_1_2	14	16	6479	1734.90728477	236.498272004	1729	2457594.66054	5960.57377963	0.00401528311951	3932.19679656	3.74725274725	9	0.37 uM	library	-0.0434556344902855	-0.0694028614714101	0.105410251124817
002AL100205B-KI_1_2	14	17	2503	1305.84296029	412.693615241	1301	1105033.15521	2264.94082251	0.00706100778777	1525.95876556	1.9239046887	9	1.1 uM	library	-54.6516683193183	0.0683222893054266	-2.91434855951505
002AL100205B-KI_1_2	14	18	1053	1175.56410256	487.494566039	1172	444481.077817	943.882799255	0.00910029077903	633.319905627	0.898464163823	9	0.37 uM	library	-64.0660211342495	0.150197374737738	-5.47377879592389
002AL100205B-KI_1_2	14	19	9597	1809.30980392	214.529340057	1812	3254101.52417	8852.10047563	0.00420855315752	5768.50572295	5.29635761589	9	1.1 uM	library	0.991719658546159	-0.0260096268137754	2.00195627887397
002AL100205B-KI_1_2	14	20	8685	1803.2170088	230.845377195	1805	3169050.86317	8021.77979239	0.00403253183831	5244.08108021	4.81163434903	9	0.37 uM	library	0.102431138441387	-0.00251106493755515	1.29932517140038
002AL100205B-KI_1_2	14	21	7044	1767.25728417	217.320021214	1761	2684619.69989	6413.35667482	0.00423000526148	4407.31072477	4	9	1.1 uM	library	1.20899783099759	0.0453900759451882	-0.488252527878075
002AL100205B-KI_1_2	14	22	7119	1688.5615942	202.628709704	1686	2756626.92483	6494.07535155	0.00402127861609	4432.85565191	4.22241992883	9	0.37 uM	library	11.1199864686748	0.0482792437125017	-0.90105104223507
002AL100205B-KI_1_2	15	3	5841	1139.91964286	145.408224519	1132	2352303.09642	5343.06450383	0.00408814303699	3624.08541694	5.15989399293	9	250 nM	18858	10.7816533144291	0.0314486102005795	-2.79596709147821
002AL100205B-KI_1_2	15	4	6264	1068.16724832	178.983938179	1060	2578925.64584	5740.27960607	0.00418468813747	3851.33008271	5.90943396226	9	0.1 ugml	Interferin	-3.87996736520406	0.0289334228895967	-1.14012594726623
002AL100205B-KI_1_2	15	5	3067	936.590909091	180.165709865	929	1433611.92936	2762.17312622	0.00623852613319	1858.87515697	3.30139935414	9	10 uM	library	-4.89496682794145	0.0846122753067968	-5.79619142300985
002AL100205B-KI_1_2	15	6	6601	886.683006536	126.059617791	882	2795596.43433	6024.00588091	0.00393366702265	4101.45870612	7.48412698413	9	3.3 uM	library	-18.6936827655532	-0.00936109320914364	1.28711971889768
002AL100205B-KI_1_2	15	7	6519	1015.31313131	132.694857815	1009	2670547.34961	5941.49292015	0.00423204270054	4031.95187101	6.46085232904	9	10 uM	library	-9.36934519349477	-0.0196212002869799	0.354622204934191
002AL100205B-KI_1_2	15	8	7503	1066.2189781	127.815846222	1060	2816402.59905	6889.91199444	0.00428356166099	4483.62750333	7.07830188679	9	3.3 uM	library	-0.748057708011343	-0.00650734122106501	1.16148162947581
002AL100205B-KI_1_2	15	9	7645	1084.13513514	135.34370829	1081	2941818.65988	6961.9863578	0.0045933164285	4703.03434092	7.07215541166	9	10 uM	library	8.46453680392918	-0.0188065092802459	1.59357925645840
002AL100205B-KI_1_2	15	10	7994	1111.14482301	153.200153274	1109	3003978.69236	7324.97145182	0.00405214825627	4951.68915236	7.20829576195	9	3.3 uM	library	5.50644968469761	-0.0312033741262019	1.63848052954553
002AL100205B-KI_1_2	15	11	7886	984.171949835	123.614799428	978	3053705.92915	7216.41446994	0.00420889147878	4877.8999891	8.06339468303	9	10 uM	library	-14.2984557342500	-0.0195540205992048	3.13491494472267
002AL100205B-KI_1_2	15	12	8438	1216.56870573	136.351744745	1215	3113456.94099	7711.67110937	0.00421453467021	5193.86209067	6.94485596708	9	3.3 uM	library	-0.074495373411918	-0.0417272943268287	1.55717755785984
002AL100205B-KI_1_2	15	13	7636	1069.70308132	131.222045554	1064	2986913.31645	6971.63727027	0.00363357812791	4809.72378848	7.17669172932	9	10 uM	library	-12.8132042268499	-0.0376973890253889	1.41709182875183
002AL100205B-KI_1_2	15	14	6187	1146.49090909	169.027187775	1137	2519655.05703	5671.42693268	0.00440835113765	3819.34921009	5.44151275286	9	3.3 uM	library	-12.6067899630210	-0.0167184033805553	-0.870196113095687
002AL100205B-KI_1_2	15	15	680	536.793960245	67.8019894547	533	123930.399459	595.879436268	0.010430891079	287.180899837	1.27579737336	9	10 uM	library	-59.3169410792397	0.186466691381867	-6.73140859423173
