barcode	plateRow	plateColumn	numcells	Nuclei DAPI - Intensity Nucleus EGFP Mean - Median	Nuclei DAPI - Intensity Nucleus EGFP StdDev - StdDev	Nuclei DAPI - Intensity Nucleus EGFP Median - Median	Nuclei DAPI - Nucleus Area [µm²] - Sum	Nuclei DAPI - Nucleus Roundness - Sum	Nuclei DAPI - Nucleus DAPI SER Saddle 0 px - StdDev	Nuclei DAPI - Nucleus DAPI Haralick Homogeneity 1 px - Sum	Nuclei/Median_GFP	Number of Analyzed Fields	concenctration	treatment	hitscore	Nuclei DAPI - Nucleus DAPI SER Saddle 0 px - StdDev.bscore	Nuclei/Median_GFP.bscore
003AL100205B-KI_1_3	14	10	7716	1717.01174202	196.00369091	1719	2802729.77922	7066.3631564	0.00459371228967	4651.83387983	4.48865619546	9	0.37 uM	library	7.84675886810797	-0.00137035849582164	0.509118459277983
003AL100205B-KI_1_3	14	11	6725	1644.98139535	200.389707317	1647	2569055.76399	6173.46050782	0.00451189086931	3987.88893445	4.0831815422	9	1.1 uM	library	-6.11468168793401	-0.00742164307729507	-0.815220552739662
003AL100205B-KI_1_3	14	12	7149	1694.73065015	213.054001474	1693	2745615.66834	6546.63346744	0.00459709404141	4302.27375781	4.22268163024	9	0.37 uM	library	-11.5105763039803	-0.0100701118678854	0.0571851234887872
003AL100205B-KI_1_3	14	13	7269	1649.94459103	215.724819753	1655	2562709.64206	6718.65859299	0.00428821690112	4232.06176804	4.39214501511	9	1.1 uM	library	-11.8333649427447	-0.0168356382817067	0.176721850110321
003AL100205B-KI_1_3	14	14	8695	1784.17073171	197.838899761	1790	3019172.68738	8004.77561978	0.00458178941629	5142.99671083	4.85754189944	9	0.37 uM	library	-3.39094456598898	-0.0105058952633131	1.01133433557501
003AL100205B-KI_1_3	14	15	9508	1691.88100788	184.322693785	1694	3115133.98239	8795.26229889	0.00440181155598	5528.66757474	5.61275088548	9	1.1 uM	library	-0.816954750687238	-0.050392580432882	4.05091238608913
003AL100205B-KI_1_3	14	16	9186	1881.01001384	234.94529646	1889	3205634.04142	8442.15076182	0.00463716946849	5429.98477209	4.86289041821	9	0.37 uM	library	12.5821014759611	-0.0316540150257485	1.99543437405655
003AL100205B-KI_1_3	14	17	3812	1440.92194994	304.776563997	1441	1587346.31386	3467.60052761	0.00603643073683	2277.9165773	2.6453851492	9	1.1 uM	library	-31.134128910101	0.0184483307889029	-2.80446911563260
003AL100205B-KI_1_3	14	18	1597	1375.94303797	420.326212702	1369	676674.364145	1423.95698324	0.00903083630839	933.879089884	1.1665449233	9	0.37 uM	library	-37.3985579046783	0.137448249044440	-5.28500868344397
003AL100205B-KI_1_3	14	19	7531	1695.53826531	212.994300901	1699	2619755.68479	6957.61573809	0.00459551588872	4368.73150653	4.43260741613	9	1.1 uM	library	-0.931761019113754	-0.0332289189763383	1.38630617622810
003AL100205B-KI_1_3	14	20	7252	1704.70010384	215.970196307	1707	2573822.50753	6706.66015619	0.00478924874097	4213.78058129	4.24838898653	9	0.37 uM	library	0.186352203822751	-0.00414285979384973	0.578460804396671
003AL100205B-KI_1_3	14	21	5520	1768.19876701	224.680226496	1768	2189868.81307	5005.90431818	0.00476721231997	3351.68292283	3.1221719457	9	1.1 uM	library	6.4258233139595	0.0367578696690019	-1.87959235856394
003AL100205B-KI_1_3	14	22	8951	1972.10059172	236.855466269	1979	3019841.53095	8127.10140353	0.00425291840035	5562.98436477	4.5229914098	9	0.37 uM	library	42.8244019820532	0.035480160068482	-0.49492075030562
003AL100205B-KI_1_3	15	3	5567	815.655124654	134.19600939	810	2375674.14797	5056.90519977	0.00445529973964	3389.58400856	6.87283950617	9	250 nM	18858	-16.001331644316	0.0228909051458811	0.612936006923963
003AL100205B-KI_1_3	15	4	8086	1022.26135971	110.5068358	1016	3156493.76912	7350.96696746	0.00424162664053	4964.64212074	7.95866141732	9	0.1 ugml	Interferin	-0.52577943221419	0.0135352437593606	2.83358717124877
003AL100205B-KI_1_3	15	5	3522	877.855875831	161.967273355	869	1675040.78129	3150.30446813	0.0058455019817	2172.91753347	4.05293440736	9	10 uM	library	-17.1144532903644	0.0573003211939988	-3.97670986794931
003AL100205B-KI_1_3	15	6	6589	894.264	114.451714194	889	2809117.33394	5941.71550342	0.00438221186904	4070.98331998	7.41169853768	9	3.3 uM	library	-19.773299912764	0.00163558531169534	2.34161917388597
003AL100205B-KI_1_3	15	7	6465	997.492407809	122.340690861	989	2685009.36539	5843.8060361	0.0044442090033	3971.5689979	6.53690596562	9	10 uM	library	-3.12805484988189	-0.0168816383776207	1.13127918266938
003AL100205B-KI_1_3	15	8	6456	1077.1309653	155.46096158	1071	2631156.60677	5859.84643735	0.00423827582806	3964.23250506	6.02801120448	9	3.3 uM	library	-5.48574300003222	-0.0196585929141819	0.420242767027013
003AL100205B-KI_1_3	15	9	6618	1106.33982032	152.369660755	1101	2625988.3598	6021.45295489	0.00469921500929	4005.4527624	6.01089918256	9	10 uM	library	4.69208227482283	-0.0141002774876993	0.00410768560795324
003AL100205B-KI_1_3	15	10	6885	941.39608802	152.498297323	938	2511213.61985	6337.22747193	0.00418580896534	4010.65047379	7.34008528785	9	3.3 uM	library	-15.1178225351207	-0.0165526443529572	2.64877767341218
003AL100205B-KI_1_3	15	11	6821	963.352941176	132.807136722	957	2665431.38687	6241.03630745	0.00436142392353	4064.19682083	7.12748171369	9	10 uM	library	-19.3889484923796	-0.0129157127256818	1.67831706005223
003AL100205B-KI_1_3	15	12	7250	1251.16	175.770716949	1244	2842254.68537	6590.99773263	0.00477942064239	4422.24524716	5.82797427653	9	3.3 uM	library	0.878517532307253	-0.0030400159261278	-0.0895573982547752
003AL100205B-KI_1_3	15	13	6855	1156.04477612	138.309681514	1151	2644788.98031	6248.04348421	0.00454320376687	4087.68465477	5.95569070374	9	10 uM	library	-5.30105465517218	-0.00707108670923503	-0.0466176741205422
003AL100205B-KI_1_3	15	14	6695	1268.0516129	175.28223593	1262	2635418.2649	6107.30837681	0.00450513186408	4013.21710966	5.30507131537	9	3.3 uM	library	0.585678354871502	-0.0132222636125654	-1.25966341352760
003AL100205B-KI_1_3	15	15	744	516.905561362	63.0787321941	515	129417.284299	656.888218177	0.0108249866023	303.694753917	1.44466019417	9	10 uM	library	-66.16335165189	0.191502103820139	-6.68879026156114
003AL100205B-KI_1_3	15	16	1223	618.803149606	177.039384617	620	222067.902294	1108.70405321	0.00973872557391	570.523156439	1.97258064516	9	3.3 uM	library	-62.3481230504117	0.160503603637958	-6.39980549929276
003AL100205B-KI_1_3	15	17	9562	1282.49659018	170.000219367	1281	3136839.83049	8682.31685454	0.00462600503431	5725.57781556	7.46448087432	9	10 uM	library	12.0297003003436	-0.0344623196790152	2.94544996914630
003AL100205B-KI_1_3	15	18	7916	1381.97846352	187.468164642	1383	2808203.83962	7233.68353351	0.00463860335389	4691.5986798	5.72378886479	9	3.3 uM	library	24.2940047144284	-0.0276780622897101	-0.0155332727972632
003AL100205B-KI_1_3	15	19	7143	1343.24367089	170.440283891	1339	2634039.14498	6519.26288526	0.00479436488342	4262.27393591	5.33457804332	9	10 uM	library	20.9346734687308	-0.0255770285409391	-0.0508862720737003
003AL100205B-KI_1_3	15	20	7007	1434.54625551	182.278412079	1431	2705170.36242	6402.4725571	0.00452338732785	4281.94083596	4.8965758211	9	3.3 uM	library	30.9976924751593	-0.0139796200719766	-1.32437222909146
003AL100205B-KI_1_3	15	21	21067	2901.64171123	209.883678919	2917	4077230.92667	19403.0997535	0.00455562274064	12749.980153	7.22214604045	9	10 uM	library	188.981100983822	0.02896354512884	2.55088779227556
003AL100205B-KI_1_3	15	22	20610	2367.22609044	180.158162066	2379	4112059.13043	18960.2810212	0.00438586285135	12248.4151812	8.66330390921	9	3.3 uM	library	145.620936415778	0.0406518358889117	4.00957200061938
003AL100205B-KI_1_3	16	3	7207	704.430446194	69.2482536712	704	2818408.14325	6518.95244734	0.00439348690702	4450.70806142	10.2372159091	9	250 nM	18858	11.7784575969755	0.0207379217029542	0.0806995861567098
003AL100205B-KI_1_3	16	4	8000	654.004758284	78.1988765202	652	3070097.52902	7231.42422538	0.00483499792637	4905.78211823	12.2699386503	9	0.1 ugml	Interferin	-0.219629383076813	0.0360390917709912	4.0387172389637
003AL100205B-KI_1_3	16	5	9080	635.042440294	64.5544563178	635	3345206.3046	8213.84556568	0.00455983374308	5454.14672124	14.2992125984	9	1.1 uM	library	-2.96499667153698	0.00908945017372915	8.11791511455894
003AL100205B-KI_1_3	16	6	7279	710.793814433	78.252545696	710	2731530.49363	6610.95222234	0.00427966763064	4400.41357976	10.2521126761	9	0.37 uM	library	0.232940254778438	-0.00205026099974138	0.848020749094664
003AL100205B-KI_1_3	16	7	7107	650.492063492	76.0714582214	647	2829399.66984	6427.56272496	0.00457718320838	4353.18985275	10.9845440495	9	1.1 uM	library	-0.479191381258502	-0.0117041157493833	2.58660310931466
003AL100205B-KI_1_3	16	8	8414	758.757481192	69.5487666922	756	3263660.66011	7612.21721915	0.0044624785944	5213.73076296	11.1296296296	9	0.37 uM	library	0.038268756142172	-0.0110478258048102	3.07548488250367
003AL100205B-KI_1_3	16	9	8255	708.811111111	72.0846547272	709	3092299.58408	7516.24146232	0.00436813081819	5040.45543482	11.6431593794	9	1.1 uM	library	2.01659706279620	-0.0263868681328076	3.63296731446925
003AL100205B-KI_1_3	16	10	6639	697.947890819	80.8842156	696	2643998.79786	6025.89757786	0.00451670036278	4032.98946768	9.53879310345	9	0.37 uM	library	-1.82026170519723	-0.00392681716958178	-0.0222186639522054
003AL100205B-KI_1_3	16	11	6116	758.925895065	94.8504631431	755	2498830.1489	5537.12912085	0.00472682295495	3737.97912014	8.10066225166	9	1.1 uM	library	-1.83190871793615	0.00100875539078026	-3.24126746659775
003AL100205B-KI_1_3	16	12	7391	726.496163683	80.7809229879	723	2933464.03426	6729.32814535	0.00442428430652	4453.10215815	10.2226832642	9	0.37 uM	library	-15.5337872757964	-0.0162317714905392	1.26865262258050
003AL100205B-KI_1_3	16	13	7130	731.922370101	79.8666649614	727	2848250.6016	6470.20313095	0.00451011856468	4336.32028364	9.80742778542	9	1.1 uM	library	-11.3841230228148	-0.0081429506292006	0.315351596134215
003AL100205B-KI_1_3	16	14	7623	707.350758853	79.7311487119	705	2994192.66259	6916.86918273	0.00443477452186	4639.6053999	10.8127659574	9	0.37 uM	library	-19.6601575033002	-0.0156968063349881	2.14064427654761
003AL100205B-KI_1_3	16	15	585	489.388429752	89.610480697	490	114881.281402	531.755536638	0.00943246383921	269.881669417	1.19387755102	9	1.1 uM	library	-29.7581175479455	0.139269929587871	-13.854093185038
003AL100205B-KI_1_3	16	16	716	531.787557781	62.966521983	530	141742.552043	646.986181569	0.00960340477285	312.610819293	1.35094339623	9	0.37 uM	library	-32.8645422313123	0.155584262560093	-14.2455496513906
003AL100205B-KI_1_3	16	17	6591	907.326989619	116.575832561	901	2640363.56402	6005.03443566	0.00422159784059	3977.54362572	7.31520532741	9	1.1 uM	library	10.632058771673	-0.0495083070591862	-4.03360850110604
003AL100205B-KI_1_3	16	18	6743	782.77002584	107.066785145	778	2720449.196	6120.18799889	0.00485283025038	4070.7665647	8.66709511568	9	0.37 uM	library	-1.0632058771673	-0.0194427214682684	-1.32034602705
003AL100205B-KI_1_3	16	19	6952	828.274964702	102.222222514	823	2782008.45307	6325.97942612	0.00428383868043	4190.68113445	8.44714459295	9	1.1 uM	library	5.05480352869211	-0.0446166391668096	-1.04514150907742
003AL100205B-KI_1_3	16	20	7069	758.220338983	94.018526551	754	2777256.50695	6395.93140517	0.00468016137379	4286.77304576	9.37533156499	9	0.37 uM	library	-2.02658021657241	-0.00790642758820365	0.188046145024641
003AL100205B-KI_1_3	16	21	9242	1017.62228396	107.009506252	1016	3290788.28439	8395.43544267	0.00470483310328	5575.88486149	9.09645669291	9	1.1 uM	library	25.6167725897774	0.0347520901996963	-0.715310008972188
003AL100205B-KI_1_3	16	22	8244	887.537018917	99.8289905872	883	3072847.87691	7474.54055876	0.0047428914814	4988.48505714	9.33635334088	9	0.37 uM	library	25.3838323349990	0.0542612970173042	-1.46069081217085
004AL100205B-KI_2_1	1	3	5102	1542.57549226	226.190042197	1549	1922080.81642	4708.23423291	0.00471605965473	3006.49109121	3.29373789542	9	250 nM	18858	-36.8417009025843	-0.00168957850577010	-0.352954462291087
004AL100205B-KI_2_1	1	4	4695	1811.37606838	253.748588016	1820	1782378.33591	4335.68892751	0.00495197731074	2743.27945969	2.57967032967	9	1 uM	Staurophorin	-14.5954752356231	0.00928912434676075	-2.52803591529604
004AL100205B-KI_2_1	1	5	7436	1970.31526709	264.807153637	1979	2680780.26159	6837.53460682	0.00473158863136	4384.20310798	3.75745325922	9	10 uM	library	-17.0672780875077	-0.0108951756222929	0.819098562555255
004AL100205B-KI_2_1	1	6	8047	2193.59333333	259.795356543	2209	2624341.89975	7460.8126369	0.00493907086876	4580.06354181	3.64282480761	9	3.3 uM	library	13.3602869668799	-0.00859469329284559	0.0531021370515383
004AL100205B-KI_2_1	1	7	6708	2061.4940821	238.48854352	2079	2436383.0464	6168.08107295	0.00489649684084	3931.35376364	3.22655122655	9	10 uM	library	-8.53363904375385	-0.0212690621733004	-0.175942100004203
004AL100205B-KI_2_1	1	8	7977	2334.86871508	273.694613238	2356	2814562.78599	7287.61779352	0.00526433345434	4668.13061512	3.38582342954	9	3.3 uM	library	13.8609233206084	0.00353611765377879	0.320192480704362
004AL100205B-KI_2_1	1	9	5073	1921.25974026	277.062724518	1928	1951401.41894	4654.25141758	0.00505758622414	2956.34669617	2.63122406639	9	10 uM	library	-9.98420078660822	-0.0134764820438660	-0.7346846464384
004AL100205B-KI_2_1	1	10	3982	1798.55978894	329.99561936	1803	1614899.11745	3675.23395204	0.00494852139475	2315.90179082	2.20854132002	9	3.3 uM	library	-28.7159877766833	-0.0229027252461295	-2.10077981983676
004AL100205B-KI_2_1	1	11	4071	1863.49081365	284.053324237	1869	1599027.40041	3749.53750107	0.00553340915905	2376.19419991	2.17817014446	9	10 uM	library	-32.174800192044	0.0232107760278695	-2.44791656989227
004AL100205B-KI_2_1	1	12	7243	2204.68403909	251.144966066	2221	2557605.51726	6690.15307193	0.00512592197461	4179.94715697	3.261143629	9	3.3 uM	library	-2.45468707910753	-0.0161077462748437	-0.393874407040892
004AL100205B-KI_2_1	1	13	7477	2429.75806452	286.536522121	2446	2606034.52671	6907.80951963	0.0049656712153	4382.89352206	3.05682747343	9	10 uM	library	0.363710171512156	-0.00433968837870431	-0.698792201169225
004AL100205B-KI_2_1	1	14	7716	2445.83956933	273.067388117	2464	2649194.6667	7147.01672808	0.00518999687659	4505.94237964	3.13149350649	9	3.3 uM	library	21.0481215725682	0.00158656533269778	-1.09213923931874
004AL100205B-KI_2_1	1	15	8789	2545.16136364	286.736529077	2564	2961468.65253	8130.5306879	0.00508389087397	5084.39230446	3.42784711388	9	10 uM	library	25.3570173691887	-0.0180167618494711	0.411111828144757
004AL100205B-KI_2_1	1	16	9147	2583.74174174	303.111139592	2611	3045256.60001	8434.45260288	0.00521704413294	5299.79585682	3.50325545768	9	3.3 uM	library	32.7538838376673	0.00724813161648902	0.435782006052311
004AL100205B-KI_2_1	1	17	10915	2829.14148681	287.501126421	2855	3381049.61164	10115.0232738	0.00517853255956	6358.20090595	3.823117338	9	10 uM	library	50.3160930213111	-4.68501292248703e-05	1.22571895176159
004AL100205B-KI_2_1	1	18	8684	2512.70291514	272.513034209	2521	2801476.93065	8065.47415254	0.00480600780627	5039.56839151	3.44466481555	9	3.3 uM	library	28.4563985562315	0.00246935208140699	0.0640641908052474
004AL100205B-KI_2_1	1	19	9709	2545.18009479	267.768588721	2564	3185981.08928	9015.39754023	0.00476381626205	5631.87364089	3.78666146646	9	10 uM	library	19.3607916396314	-0.0181477155492962	1.04447932772189
004AL100205B-KI_2_1	1	20	10141	2443.49285714	274.90237247	2453	3235186.47025	9436.65875075	0.00462226896764	5877.73905958	4.1341214839	9	3.3 uM	library	16.9702887084378	-0.000209831784866592	1.46532292518041
004AL100205B-KI_2_1	1	21	8543	2396.76969697	255.55005037	2412	2958669.9664	7906.18227351	0.00455356403226	5066.88680945	3.54187396352	9	10 uM	library	19.3080180069022	0.0598754155356232	-0.099605961061089
004AL100205B-KI_2_1	1	22	8062	2111.38697131	248.491939861	2118	2913855.4744	7440.18600014	0.00434654164445	4867.84684017	3.80642115203	9	3.3 uM	library	5.19748966662862	0.082955516815193	0.396809570337858
004AL100205B-KI_2_1	2	3	7806	2169.76072398	234.188991515	2184	2722098.61554	7176.13716813	0.00559725807191	4587.88182016	3.57417582418	9	250 nM	18858	18.8958131458551	-0.0141187383289741	0.741210368903403
004AL100205B-KI_2_1	2	4	7549	2162.91119691	231.741278574	2186	2503776.43452	6902.96540988	0.00540116535294	4339.22476173	3.45333943275	9	1 uM	Staurophorin	16.5866101353524	-0.0268192260023365	0.0292176856068702
004AL100205B-KI_2_1	2	5	6781	2192.275	278.997865864	2213	2366106.13358	6196.75775534	0.00578450836033	3938.17533625	3.0641662901	9	1.1 uM	library	2.06530324842981	-0.0139120113562433	-0.488238793836283
004AL100205B-KI_2_1	2	6	7562	2228.28360047	260.28223412	2259	2505639.92346	6923.87181378	0.00627140357439	4185.7962357	3.34749889332	9	0.37 uM	library	15.6965899509462	0.00370355017713608	-0.272742042130448
004AL100205B-KI_2_1	2	7	6930	2168.69248834	217.893780638	2196	2252437.25445	6329.4024801	0.00632232040546	3833.04251072	3.15573770492	9	1.1 uM	library	-0.0812999206909526	-0.00384643283051162	0.0519296659303844
004AL100205B-KI_2_1	2	8	7344	2196.01073866	249.147265806	2222	2508021.32223	6724.29210877	0.00598278959964	4116.19482252	3.30513051305	9	0.37 uM	library	-0.599052047196493	-0.0178132104932569	0.523698649723465
004AL100205B-KI_2_1	2	9	7179	2163.4351145	237.98326653	2191	2338066.98798	6576.74868379	0.00636882021956	3929.75487653	3.27658603377	9	1.1 uM	library	11.7956200721786	-0.00233469315888438	1.25949401716059
004AL100205B-KI_2_1	2	10	6619	2123.99007444	250.037709236	2145	2256475.96472	6076.35252585	0.00664398414112	3636.68609639	3.08578088578	9	0.37 uM	library	0.275278678830769	0.0092992657224068	0.465279629571599
004AL100205B-KI_2_1	2	11	6337	2320.37384899	224.827172381	2362	2033771.7732	5832.239824	0.00657358224015	3471.68339928	2.68289585097	9	1.1 uM	library	10.6003686065818	0.0194952758150992	-0.800589762365312
004AL100205B-KI_2_1	2	12	6697	2195.62645012	237.509085106	2220	2260981.2871	6147.18459977	0.00657683091099	3709.98738712	3.01666666667	9	0.37 uM	library	-4.77387429039681	0.00268985304950028	-0.594309582474219
004AL100205B-KI_2_1	2	13	7887	2487.01084011	234.862843369	2524	2418299.60771	7233.60741612	0.00676019878998	4356.24052728	3.12480190174	9	1.1 uM	library	5.25596855695018	0.0332922067769155	-0.128627076897849
004AL100205B-KI_2_1	2	14	7332	2135.21964898	235.207239176	2156	2308748.35845	6744.44781767	0.00672290412857	4006.26296794	3.40074211503	9	0.37 uM	library	-9.29529093233225	0.0248786255550807	-0.0255706799710909
004AL100205B-KI_2_1	2	15	7377	2380.55882353	247.830151254	2413	2440311.26924	6771.34334788	0.00629844220298	4117.08754351	3.05719021964	9	1.1 uM	library	9.34521193626529	-0.0121743069876128	-0.100521492854181
004AL100205B-KI_2_1	2	16	7097	2200.0173913	248.387590546	2228	2352640.47769	6518.09504085	0.00626617193375	3944.35521461	3.18536804309	9	0.37 uM	library	-4.43583777805022	0.00402345413946638	0.054294295064127
004AL100205B-KI_2_1	2	17	6246	2048.3371476	228.8040274	2070	2057039.24278	5773.40279162	0.00632361331175	3434.55771787	3.01739130435	9	1.1 uM	library	-23.5698454283858	0.00198780955053709	-0.358927385869735
004AL100205B-KI_2_1	2	18	7114	2185.40142327	254.255274827	2211	2461010.8925	6535.34096993	0.00580555968825	4043.11058006	3.21754862053	9	0.37 uM	library	-2.06958219162407	-0.00347266205107478	-0.0935540444800863
004AL100205B-KI_2_1	2	19	6212	2193.30963147	275.520308484	2216	2201894.18635	5712.70082603	0.00560779042009	3552.46249911	2.80324909747	9	1.1 uM	library	-14.6339857243715	-0.0326171974930097	-0.97839563480359
004AL100205B-KI_2_1	2	20	7484	2267.0965978	268.364749357	2286	2444197.07279	6911.50229669	0.00519923889979	4303.75787965	3.2738407699	9	0.37 uM	library	-0.502062668126585	-0.0293142491427137	-0.253871871146822
004AL100205B-KI_2_1	2	21	6955	2096.64556962	274.376830998	2108	2532314.74655	6423.81353611	0.00455812126405	4103.96651064	3.29933586338	9	1.1 uM	library	-10.6702580120880	-0.000603871909297502	-0.295259311770768
004AL100205B-KI_2_1	2	22	7934	2056.88763198	255.675260342	2062	2834885.56819	7280.82159015	0.00483204299202	4779.76296024	3.84772065955	9	0.37 uM	library	-2.14232422592651	0.0488375577304745	0.901186214957187
004AL100205B-KI_2_1	3	3	4933	2122.78695652	255.92183197	2152	1764190.32875	4519.81555824	0.00616235791891	2729.95884259	2.29228624535	9	250 nM	18858	0.253883962859466	-0.0420604960453790	-2.00250302206505
004AL100205B-KI_2_1	3	4	5664	2002.47905634	230.494438974	2042	1740029.09475	5243.43594412	0.00761456746307	2982.17221872	2.77375122429	9	0.1 ugml	Interferin	-12.2791406531300	0.0355851412666207	-1.22903706947911
004AL100205B-KI_2_1	3	5	6194	2274.81518994	232.283539302	2319	1670769.25821	5784.22225603	0.00726677155704	3208.64731388	2.6709788702	9	10 uM	library	-3.97941717066242	0.00841744421049318	-1.04014196876788
004AL100205B-KI_2_1	3	6	4701	2155.48880597	232.474687581	2202	1305076.57153	4378.33745226	0.00785660918895	2411.49182447	2.1348773842	9	3.3 uM	library	-5.22744226898844	0.0316754469134374	-2.84561927465148
004AL100205B-KI_2_1	3	7	6445	2327.86986301	233.123103886	2370	1666512.53256	6037.72695848	0.00787755982366	3286.39661228	2.7194092827	9	10 uM	library	0.0812999206909526	0.0224829679981911	-0.606372361153091
004AL100205B-KI_2_1	3	8	9727	2723.88846154	212.298390161	2778	2196092.60963	9103.30176925	0.00731024290022	4851.31604105	3.50143988481	9	3.3 uM	library	34.4340821986137	-0.00396913684802098	1.42567411939534
004AL100205B-KI_2_1	3	9	6559	2398.08294931	217.105305182	2447	1744375.59145	6127.05475582	0.00752888772592	3330.70070901	2.68042501022	9	10 uM	library	19.4435178747205	0.00233469315888429	0.206996111367165
004AL100205B-KI_2_1	3	10	5369	2343.63959391	215.543092786	2390	1474527.79337	5006.29048755	0.00768353408879	2766.26521063	2.24644351464	9	3.3 uM	library	6.9190511451195	0.00736288884740931	-1.18696521909864
004AL100205B-KI_2_1	3	11	4886	2177.79919628	252.413682566	2211	1429316.7304	4548.37677979	0.00725977351069	2516.88032871	2.20985979195	9	10 uM	library	-18.9043710322436	-0.00180926424377148	-1.54942400267271
004AL100205B-KI_2_1	3	12	7059	2328.97196262	216.867677185	2375	1804589.26942	6608.12328992	0.00767525753167	3539.19841563	2.97221052632	9	3.3 uM	library	-6.34567275708856	0.00398060227720122	-0.286135201062786
004AL100205B-KI_2_1	3	13	8215	2601.6572327	209.814993995	2654	2032880.96827	7692.34361076	0.00744765665477	4167.93060448	3.09532780708	9	10 uM	library	1.40206705331941	0.0120570908066819	0.216497592605612
004AL100205B-KI_2_1	3	14	8758	2594.11160434	236.441759353	2643	2144635.06072	8194.46398603	0.00742118995441	4461.98065788	3.31365872115	9	3.3 uM	library	19.4392389315262	0.00423700772183459	0.177471910288694
004AL100205B-KI_2_1	3	15	9992	2742.59895773	244.635894527	2797	2604845.80031	9284.41311879	0.00718940442909	5152.05105399	3.57239899893	9	10 uM	library	28.6774772879350	-0.0222550182869642	1.58795705019147
004AL100205B-KI_2_1	3	16	10432	2970.07663284	272.975133532	3019	2669400.056	9694.0905405	0.00698919783147	5453.15913437	3.45544882411	9	3.3 uM	library	52.0490650149867	-0.0152621201596448	1.1382125301977
004AL100205B-KI_2_1	3	17	9942	2685.88649943	234.146189316	2735	2516908.65512	9251.68381847	0.00740731659847	5141.32667586	3.63510054845	9	10 uM	library	21.4132580584785	0.00247154892336747	1.58234852428210
004AL100205B-KI_2_1	3	18	8933	2671.48660714	257.935662058	2715	2211134.68443	8337.94461977	0.00736237961969	4587.72310187	3.29023941068	9	3.3 uM	library	28.2167777373529	0.0229433692761210	0.503540349634367
004AL100205B-KI_2_1	3	19	8065	2582.34393064	262.45048005	2625	2324323.14052	7440.93362719	0.00735044800603	4315.55048083	3.07238095238	9	10 uM	library	6.98038266423723	0.00398489760173869	0.103182259506836
004AL100205B-KI_2_1	3	20	7628	2263.13247772	246.090269116	2287	2434755.32975	7013.23243631	0.00622015300743	4206.89718064	3.33537385221	9	3.3 uM	library	-16.1316158423627	-0.0322720866868001	0.315704216878772
004AL100205B-KI_2_1	3	21	7316	2269.75887446	253.904033013	2287	2560269.05359	6723.0310647	0.00498850138312	4308.37832839	3.19895059029	9	10 uM	library	-10.0512375633183	-0.0359298367883167	-0.125023207297030
004AL100205B-KI_2_1	3	22	6145	1937.7672956	230.453557596	1938	2298651.58277	5665.8929937	0.00334532037728	4029.58520146	3.17079463364	9	3.3 uM	library	-29.1823925848577	-0.091567922643281	-0.35050278707935
004AL100205B-KI_2_1	4	3	7705	2441.34422111	244.575746317	2468	2488962.24005	7032.62855089	0.00741685931359	4193.4595631	3.12196110211	9	250 nM	18858	30.893969862562	0.0304464352104603	1.03912922183279
004AL100205B-KI_2_1	4	4	6699	2420.61538462	229.253267538	2465	1987282.21279	6170.31471534	0.00697286089901	3538.64695404	2.71764705882	9	0.1 ugml	Interferin	28.1283462446715	0.00415783359637356	-0.372005696150071
004AL100205B-KI_2_1	4	5	6563	2441.09049774	258.319738887	2486	2118042.1167	6039.77010942	0.0070783737174	3561.08343478	2.6399839099	9	1.1 uM	library	13.0593346288835	0.00183672420168298	-0.121183647411131
004AL100205B-KI_2_1	4	6	6452	2459.77171175	227.652387032	2508	1676224.57521	6039.91480312	0.00736819500644	3271.55535116	2.57256778309	9	0.37 uM	library	24.4998024159385	0.00865034372510437	-0.770740099432529
004AL100205B-KI_2_1	4	7	6148	2405.91197376	218.907654913	2459	1647691.19565	5713.81506953	0.00908708020725	3117.2640529	2.50020333469	9	1.1 uM	library	9.99989024498717	0.0925244169569982	-0.151599663166313
004AL100205B-KI_2_1	4	8	7297	2963.44621514	256.273387007	3025	2116568.29326	6752.68441767	0.00718574671708	3835.10837069	2.41223140496	9	0.37 uM	library	58.7755637163645	-0.00704730324511819	-0.265244422482453
004AL100205B-KI_2_1	4	9	5754	2525.63878654	225.698379061	2582	1542416.40195	5373.87634476	0.00761637638535	2915.53305525	2.22850503486	9	1.1 uM	library	33.5611777869845	0.0108757603879445	0.0878251349344633
004AL100205B-KI_2_1	4	10	6078	2322.26149202	230.248768849	2362	1558239.78074	5670.39849508	0.00819248035703	3129.99201184	2.57324301439	9	0.37 uM	library	6.1573992565411	0.0390047323438482	0.614423222292006
004AL100205B-KI_2_1	4	11	7139	2540.23897059	252.782568855	2592	1845447.91672	6672.39198762	0.00715866482037	3633.73675426	2.75424382716	9	1.1 uM	library	17.6691827635004	-0.00360552416250373	0.788594177805159
004AL100205B-KI_2_1	4	12	6502	2304.2448163	239.900611659	2343	1787930.32941	6054.83193458	0.00765348205215	3396.72572661	2.77507469057	9	0.37 uM	library	-7.4724611315772	0.00653272453251054	0.223069116150381
004AL100205B-KI_2_1	4	13	6402	2566.31772208	229.687576931	2615	1779942.67991	5961.53779209	0.00720847351092	3345.52666822	2.44818355641	9	1.1 uM	library	-0.363710171512156	0.00269274576488559	-0.38415591061428
